id,predicted_price
2591820310,537291.75
7974200820,666751.2
7701450110,1017667.3
9522300010,1321320.4
9510861140,605767.56
1761300310,390682.47
7732410120,682289.75
7010701383,449839.66
291310170,406828.03
4232901990,504021.7
6840701125,609203.8
3971700580,433313.2
4202400078,397981.75
6064800090,421633.8
2626119028,369114.22
3303980660,1062555.1
862000020,450019.72
2386000070,876721.0
1138000450,356177.56
1775800420,457676.22
2291401425,388503.4
2025770560,1253556.5
3525069037,679537.56
9324800450,632458.2
8080400136,470295.88
8651540040,498851.38
9407001790,350971.66
1773101530,309830.97
9432900250,494108.1
1794500695,541240.5
2220069003,439241.06
923000120,517257.16
5728000060,449027.72
16000200,485791.7
1926059094,512465.38
6672900220,779844.0
3629860060,876677.2
1822069109,504889.2
6675500105,381136.84
249000180,1004874.44
226059065,454119.12
396100110,345993.72
9264450460,476226.97
7853361210,401420.3
9474700020,320326.28
421000455,313940.66
3755200220,361072.84
7960100075,393626.0
9477100490,381571.9
9138100350,750625.56
1624049275,406505.94
2770606890,360069.53
1157200189,674481.56
2770601800,388800.56
9301300805,402326.06
2325069032,1166460.2
1021079099,441788.7
7215730040,715397.3
1853200080,527835.8
3224600340,637325.25
3222049120,538258.7
2113700025,401835.0
7893207925,357576.56
3586501085,518703.66
8024200010,482847.12
7116500705,322873.44
1598600209,443309.88
7204200025,1334884.6
4206901505,456213.9
2937300440,726952.06
7205000180,455282.38
8718500665,412371.9
5318101765,735355.06
4122700020,631711.9
8078700020,541127.9
3303980680,986002.9
8924100372,825038.7
2781270210,318118.12
519000043,462368.5
3225069301,1291423.5
151000075,594068.06
2297400020,420309.34
6617500085,655099.44
104510180,369977.25
3528900060,836980.5
3345100286,567023.8
1226039130,512955.12
8712100720,625256.06
3037200010,377476.75
3626039268,452088.47
104510230,373234.88
5112800060,459691.16
6072400280,559688.44
5317100570,790486.9
9528102993,447091.6
2919201095,441586.56
6181400920,401107.22
185000161,427748.62
8691400010,746116.25
3345700165,514997.9
6151800486,328009.97
4340000080,806088.9
4136960010,903157.6
3634100030,447012.88
1624059224,1028594.2
2788400090,431015.25
9828200762,513535.2
7524400250,519214.38
3528000290,718676.6
5700003630,1596547.8
2720069019,421659.94
7227501170,310586.88
2397101270,535356.25
6792100090,630230.0
2770602265,509672.6
3971700937,377118.75
422049203,388206.28
3076500830,313258.0
1423400260,376772.66
9161100795,420328.9
3126049052,448611.16
5100401468,374635.8
514500235,362292.28
1423200170,341696.3
1402100070,571128.0
624110020,815987.6
2407000145,368709.22
1890000225,658261.8
1320069271,408312.3
5490700085,384316.3
263000155,456786.47
3726800201,472993.12
5153200358,465801.22
2725079018,720149.44
7165700200,379313.34
9429000170,481892.25
8718500075,378377.62
1760650950,395649.28
1068000559,930225.2
4113800500,617424.2
4077800507,517924.38
2725069150,781889.3
4008400035,870010.3
7016310270,439330.5
1432701230,343896.03
3278606050,396564.5
2473350710,565113.44
2185000685,313816.3
7792000025,566378.5
6868200029,505944.22
624069003,723780.1
7431500280,758758.25
3296000040,525493.1
1118001215,856935.4
6453900040,753172.75
333100209,608512.3
34001765,579477.3
8946700100,629515.56
5561401210,777882.44
6671900095,395536.8
3275850020,631183.8
3876300600,394813.9
1450900020,368161.88
8562780280,348942.12
7663700973,390010.66
2126049032,400545.12
1823059159,326735.25
3438503426,355458.3
9297301495,524368.2
7140700850,517014.3
7942601805,620402.56
2555900030,420457.75
2887970040,449905.06
7419700010,535693.5
2239000011,399679.84
9283800050,443303.06
9407001340,340402.97
217500140,678155.0
7212660520,358812.97
3298201170,317971.47
3057000400,362898.34
6865200444,430592.47
6071600340,493200.78
6821600005,599308.44
1235100371,670039.7
7796450340,547089.8
3603000410,338973.78
9297300255,505841.3
9126100850,412631.22
2770601462,424770.78
2599001500,388838.56
1102000095,725523.4
1853080640,947488.56
9551201585,881802.7
3438500796,327215.66
7518504291,479829.1
9269200340,446595.12
715010130,1364110.1
1982201485,472451.84
9526500080,408078.47
9277200180,403374.3
6669150280,425826.5
8917100153,537969.7
3760500516,989794.4
2725069050,876380.8
3332000091,384213.2
8562770080,537168.5
8151601190,361919.34
8563040160,565327.5
240000269,1010440.3
4307350200,398386.25
1311910300,430466.28
3574900030,483918.78
7853230570,438256.28
320069049,391210.56
9839301060,649362.7
7011201333,574974.4
2781320100,386024.25
3421069120,512695.78
7852030320,480747.34
5316101075,1283832.0
5309100750,452408.3
629000730,469233.12
511700170,439568.6
1562100030,495796.1
2489200230,646153.5
524069116,434914.22
5315100737,829420.06
1868900675,765331.7
1608000120,528801.44
705700240,424600.47
7575600610,417643.72
1778500015,628067.0
5423500240,346665.25
6713700025,393365.2
2734100734,379958.5
301402280,335875.75
2113700205,366280.78
4114601570,1835759.9
3332000615,426072.78
3630050180,396206.1
6852700520,431928.8
6870310010,552142.7
6163900981,416576.06
393000142,485126.5
1771100130,361743.62
1442860160,552979.0
9191200435,504590.16
6788200800,707183.5
1115300070,756021.2
3176600105,592141.6
2770604665,462387.1
5469500580,686580.2
5680000545,418509.72
3424089119,535626.7
1328300180,493511.88
1773100922,438188.6
4123830480,450854.4
9808610190,802021.06
4250200140,409747.16
4217402115,2061278.8
3831250350,550611.4
2397101055,751623.6
6817850110,881539.2
7526800200,555492.1
7853370100,718450.06
2523089025,906435.0
9476200680,373275.47
5714200140,646737.75
3575304895,486702.88
263000018,460750.9
8080400177,414283.03
6450304130,373202.88
514500090,440608.84
9477000300,408180.22
853600310,1242874.8
1951600240,363806.16
1099900120,438598.75
5323100120,493223.53
1223089016,395195.97
522059172,391427.0
1930300190,650106.4
9542840410,379969.03
8665050530,437119.53
5592900205,523433.2
5450300010,425316.28
2459960030,411073.12
3331500455,550228.2
3432500705,414745.8
3702900165,361991.66
5249803550,564981.9
626049058,460442.38
1788900380,318365.1
8075400360,378808.25
9113200250,672978.4
2738640040,694123.9
7821200307,418555.88
3530440140,443701.1
3582700130,450840.16
9276200569,598727.2
7197800020,505874.7
686200490,485467.38
3501600100,366453.03
6383000690,527758.94
7604400150,370718.0
5249801411,782370.8
2607720420,504422.7
9561100010,440887.94
1796370590,368150.22
4077800593,410275.97
854000165,400393.12
5536100010,408977.7
4188000670,786694.5
31000165,1091852.4
662350050,832510.2
4137000280,462787.56
6169901130,914979.56
1953400510,393600.97
7518506716,808859.3
1552520010,370256.62
7955080270,430962.47
9212900100,453491.88
3438500798,327074.62
7899800890,337442.72
4319200605,447084.75
1329300480,508631.62
8935100100,644836.4
5016001260,364090.22
4337600280,433789.3
1446401220,353271.53
7135521530,648675.1
6888900115,389542.75
2413301070,470193.44
345700040,361285.8
5566100145,370526.9
7634800070,451349.3
9346910500,595000.9
3529300060,458783.94
8128600060,1051148.6
8572900275,311744.4
4139420590,1352201.4
9274200322,543681.25
1472700200,465885.94
8820903380,487488.38
8563010130,679004.94
8965450110,728603.25
9274204230,418338.56
8165501700,450056.53
2193340260,444688.88
1860600290,745863.1
1222000055,364072.06
2492200280,432231.47
2488200455,444275.34
809001520,702829.06
1796361140,368935.12
6398000011,906011.8
6813600365,500166.84
7504100920,885141.7
8835770330,735438.8
524059322,538270.8
4307330280,458267.0
1245002952,743429.9
2021069059,359957.3
5700000595,622376.44
3629970930,690733.06
3336002215,403678.4
5100401060,565396.5
3278600750,422148.97
1126069045,1115484.0
7568700175,392955.34
452001475,491629.06
9283800230,702627.6
1737300130,650380.5
6189600040,390339.5
3679400025,545417.06
1096100010,404858.9
9513900050,352102.9
5452800645,584855.2
273800100,386298.7
7228500037,415081.94
808300090,461848.22
2493200215,617417.5
5035300255,566413.8
3380900160,415933.44
3630000130,398263.84
7300400670,486786.12
6798100070,393451.34
8078400010,490624.6
5566100060,384128.66
2768200212,422836.84
4035900060,558079.94
9460000110,528493.1
7199320190,456627.75
2225039081,391424.3
9512200050,829290.9
2634500085,397767.47
3654800200,387106.97
2724079090,1136107.6
2597520720,673320.75
3034200426,443996.38
984000130,416681.8
7852020670,479576.53
7923500060,678574.5
2310030510,405608.06
2205500540,394813.84
2493200015,439230.06
7853361420,577267.2
5652600605,465194.66
5285200020,456100.22
9406530150,481013.84
5706300020,408639.12
3278602490,503869.84
7197000100,486714.06
4447300008,490997.47
7899800045,331224.3
9250900095,437659.9
9268851740,502114.88
8682261440,434143.47
7284900385,922508.9
